GX,GY,GZ,AX,AY,AZ,timestamp,activity,session_id
35.034,-33.02,11.536,-0.959,-0.068,0.637,1746797475.901915,hammering,1
15.381,-15.625,11.536,-0.828,0.042,0.406,1746797476.141581,hammering,1
-5.676,1.099,-4.639,-0.845,0.01,0.481,1746797476.141581,hammering,1
0.977,9.766,4.639,-0.898,-0.002,0.593,1746797476.211307,hammering,1
-2.014,12.268,1.892,-0.884,0.01,0.481,1746797476.366614,hammering,1
-14.465,2.258,-24.231,-0.958,-0.026,0.534,1746797476.366614,hammering,1
21.179,67.566,7.019,-1.057,-0.134,0.633,1746797476.513886,hammering,1
13.123,13.55,19.958,-0.92,0.139,0.369,1746797476.643907,hammering,1
-20.081,5.981,-41.626,-0.672,0.015,0.512,1746797476.709237,hammering,1
37.415,82.214,3.296,-0.691,0.022,0.512,1746797476.952879,hammering,1
22.522,9.705,21.423,-0.818,0.119,0.41,1746797476.952879,hammering,1
-16.296,22.095,-44.006,-0.634,-0.063,0.476,1746797477.028037,hammering,1
23.315,73.914,15.198,-0.762,0.036,0.461,1746797477.132395,hammering,1
10.498,42.603,18.86,-0.888,0.091,0.271,1746797477.324289,hammering,1
-26.55,56.885,-76.782,-0.665,-0.122,0.246,1746797477.324289,hammering,1
26.489,1.709,19.653,-0.949,-0.004,0.234,1746797477.432399,hammering,1
14.038,4.456,20.325,-0.812,0.096,0.222,1746797477.537023,hammering,1
-42.725,5.493,-83.374,0.313,0.09,-1.724,1746797477.647532,hammering,1
17.883,18.982,17.517,-1.002,0.019,0.33,1746797477.744794,hammering,1
5.31,11.963,15.015,-0.781,0.078,0.194,1746797477.863912,hammering,1
-19.165,-2.136,-62.195,-0.766,-0.029,0.485,1746797477.954478,hammering,1
29.48,56.396,15.137,-0.896,-0.115,0.395,1746797478.051978,hammering,1
-3.418,-46.509,-11.902,-0.699,0.113,0.365,1746797478.19653,hammering,1
-45.227,-44.739,-2.441,-2.365,-0.554,1.005,1746797478.294153,hammering,1
13.489,-45.471,19.775,-0.933,-0.068,0.456,1746797478.393138,hammering,1
-9.521,-13.306,-22.156,-0.759,0.084,0.372,1746797478.551979,hammering,1
5.798,-21.912,-1.16,-1.326,-0.363,1.052,1746797478.616234,hammering,1
16.052,5.798,20.996,-0.879,0.08,0.277,1746797478.768328,hammering,1
-14.099,4.395,-37.292,-0.781,0.008,0.395,1746797478.881337,hammering,1
29.419,30.09,20.081,-0.961,-0.04,0.566,1746797478.964952,hammering,1
8.179,2.441,7.69,-0.709,0.055,0.408,1746797479.030139,hammering,1
-20.691,7.324,-47.852,-1.534,-1.538,1.511,1746797479.188038,hammering,1
17.822,10.803,18.188,-0.909,-0.131,0.422,1746797479.382204,hammering,1
3.418,-17.151,-2.319,-0.668,0.075,0.413,1746797479.382204,hammering,1
-10.132,32.349,48.34,-1.282,0.719,1.126,1746797479.483175,hammering,1
13.123,5.188,23.621,-1.004,0.047,0.462,1746797479.563505,hammering,1
10.986,-32.654,35.828,-0.728,0.048,0.343,1746797479.702113,hammering,1
19.958,8.179,2.808,-1.297,-0.089,1.114,1746797479.922598,hammering,1
19.409,-44.495,24.353,-0.697,0.061,0.627,1746797479.922598,hammering,1
-0.977,-33.691,-16.846,-0.489,0.042,0.335,1746797480.005424,hammering,1
-5.127,-106.201,-7.446,-1.339,0.435,1.489,1746797480.086816,hammering,1
27.405,-6.226,28.809,-0.929,0.021,0.478,1746797480.219178,hammering,1
-14.526,10.376,-2.747,-0.606,0.121,0.342,1746797480.373995,hammering,1
-16.113,40.71,-31.433,-1.553,-1.219,1.072,1746797480.502494,hammering,1
19.409,-25.818,31.128,-1.125,0.039,0.409,1746797480.620861,hammering,1
-8.24,-18.921,-10.315,-0.599,0.057,0.273,1746797480.860353,hammering,1
-3.113,5.737,-28.564,-2.354,0.834,0.958,1746797480.860353,hammering,1
-11.353,-0.244,-21.606,-0.517,0.093,0.377,1746797481.170942,hammering,1
-17.212,-15.32,-0.427,-1.912,-0.39,0.791,1746797481.170942,hammering,1
-1.526,-16.907,-14.221,-0.737,0.014,0.402,1746797481.263851,hammering,1
14.587,20.081,9.888,-1.395,-0.089,0.888,1746797481.37787,hammering,1
10.254,3.418,18.311,-0.899,0.028,0.461,1746797481.527067,hammering,1
-7.263,-7.141,-31.982,-0.743,-0.001,0.394,1746797481.636969,hammering,1
11.902,14.465,9.766,-1.12,-0.388,0.735,1746797481.843835,hammering,1
13.428,11.963,23.743,-0.892,0.034,0.406,1746797481.843835,hammering,1
-20.142,-12.085,-49.805,-0.671,-0.058,0.286,1746797481.910031,hammering,1
29.358,63.965,15.137,-1.113,0.069,0.266,1746797482.081402,hammering,1
8.606,13.916,20.142,-0.865,0.047,0.313,1746797482.12777,hammering,1
-17.7,-28.87,-40.771,-0.798,-0.011,0.345,1746797482.249112,hammering,1
28.503,38.086,16.663,-1.035,0.154,0.494,1746797482.456181,hammering,1
14.893,26.855,15.137,-0.811,0.104,0.36,1746797482.456181,hammering,1
-8.667,-18.25,-47.668,-0.716,-0.059,0.571,1746797482.555452,hammering,1
24.902,10.864,14.343,-0.642,-0.008,0.448,1746797482.655678,hammering,1
14.893,12.939,16.602,-0.774,0.053,0.374,1746797482.751303,hammering,1
-12.085,26.672,-62.439,-0.525,-0.069,0.374,1746797482.882823,hammering,1
9.766,25.024,14.709,-0.936,-0.131,0.337,1746797482.983447,hammering,1
2.991,14.465,1.465,-0.667,0.157,0.379,1746797483.190197,hammering,1
-22.522,27.405,68.481,-1.3,0.826,1.304,1746797483.304285,hammering,1
13.123,-6.775,16.235,-1.017,-0.18,0.467,1746797483.304285,hammering,1
6.287,-9.216,7.629,-0.759,0.104,0.43,1746797483.41988,hammering,1
-24.292,-42.664,-0.732,-2.257,-0.979,0.724,1746797483.58248,hammering,1
10.254,-26.55,24.231,-1.014,-0.116,0.488,1746797483.673028,hammering,1
-1.892,-20.264,-11.292,-0.718,0.088,0.389,1746797483.78467,hammering,1
-21.912,-33.691,-15.808,-1.213,0.012,0.435,1746797483.885267,hammering,1
13.245,-16.541,21.851,-1.053,-0.056,0.33,1746797483.93476,hammering,1
-7.751,-28.931,-40.344,-0.651,0.0,0.533,1746797484.195754,hammering,1
18.921,33.508,20.02,-0.791,-0.071,0.449,1746797484.299266,hammering,1
15.198,5.859,24.475,-0.912,0.067,0.427,1746797484.299266,hammering,1
-8.24,-17.456,-35.645,-0.736,0.006,0.466,1746797484.411261,hammering,1
10.132,7.141,11.841,-1.521,-0.148,0.65,1746797484.507895,hammering,1
4.028,-12.817,14.404,-0.836,0.1,0.423,1746797484.60973,hammering,1
1.404,-3.906,-52.063,-0.807,-0.097,0.678,1746797484.82957,hammering,1
17.761,3.723,15.198,-0.566,-0.049,0.478,1746797484.82957,hammering,1
9.399,6.836,11.292,-0.751,0.153,0.399,1746797485.015793,hammering,1
-19.958,31.25,-51.27,-0.688,-0.128,0.417,1746797485.015793,hammering,1
19.226,11.475,17.639,-0.975,-0.028,0.352,1746797485.136204,hammering,1
-16.296,-29.846,-23.071,-0.729,-0.01,0.479,1746797485.214465,hammering,1
13.062,0.183,15.503,-1.048,0.12,0.518,1746797485.326445,hammering,1
27.344,-5.615,23.865,-1.007,0.006,0.493,1746797485.579546,hammering,1
8.667,-15.259,13.794,-0.811,0.025,0.34,1746797485.738529,hammering,1
-2.686,12.268,-6.775,-0.89,-0.029,0.483,1746797485.738529,hammering,1
-2.136,1.465,1.648,-0.86,0.035,0.478,1746797485.797744,hammering,1
-5.676,-3.54,-13.611,-0.838,0.027,0.399,1746797485.940026,hammering,1
13.794,25.757,0.977,-1.124,-0.099,0.563,1746797486.039276,hammering,1
16.663,25.391,26.367,-0.959,0.017,0.405,1746797486.079488,hammering,1
-8.484,-2.258,-39.001,-0.746,0.044,0.375,1746797486.246211,hammering,1
24.475,16.235,8.118,-1.213,0.069,0.577,1746797486.340986,hammering,1
16.785,-8.484,29.724,-0.833,0.112,0.453,1746797486.446874,hammering,1
-12.451,4.517,-34.058,-0.591,-0.002,0.442,1746797486.545516,hammering,1
30.212,9.399,10.132,-0.883,0.169,0.805,1746797486.607992,hammering,1
13.123,15.747,20.264,-0.793,0.127,0.317,1746797486.754627,hammering,1
-14.587,6.104,-43.701,-0.868,-0.017,0.474,1746797486.852716,hammering,1
18.616,14.404,8.85,-0.823,0.045,0.649,1746797486.970356,hammering,1
6.714,-22.888,23.499,-0.805,0.009,0.559,1746797487.063308,hammering,1
-28.259,-30.945,-30.579,-0.591,0.217,0.407,1746797487.176624,hammering,1
35.4,118.103,10.986,-0.774,-0.142,0.664,1746797487.370999,hammering,1
31.799,24.414,17.7,-0.727,0.149,0.375,1746797487.370999,hammering,1
-21.484,20.996,-42.297,-0.616,0.019,0.375,1746797487.572801,hammering,1
29.358,17.822,13.306,-0.86,-0.21,0.684,1746797487.572801,hammering,1
19.348,-13.977,31.25,-0.746,0.082,0.415,1746797487.667645,hammering,1
-36.438,-2.441,-50.293,-0.78,0.075,0.448,1746797487.772586,hammering,1
39.185,97.961,23.193,-0.69,-0.056,0.647,1746797487.959645,hammering,1
9.399,8.179,25.452,-0.669,0.227,0.24,1746797488.095176,hammering,1
-26.794,46.265,-70.435,-0.612,-0.137,0.35,1746797488.095176,hammering,1
29.236,46.631,20.203,-0.783,-0.036,0.37,1746797488.197591,hammering,1
1.587,-6.287,1.587,-0.678,0.121,0.33,1746797488.312212,hammering,1
-39.246,22.278,-74.219,-1.858,-1.217,0.88,1746797488.411694,hammering,1
12.695,-6.165,22.4,-1.066,-0.16,0.394,1746797488.518053,hammering,1
0.427,9.949,11.169,-0.608,0.196,0.281,1746797488.609982,hammering,1
-25.574,25.879,-57.983,-0.673,-0.259,0.384,1746797488.767491,hammering,1
20.386,-2.869,22.644,-1.078,0.002,0.457,1746797488.912066,hammering,1
-5.188,-16.113,-4.7,-0.688,0.203,0.343,1746797489.00789,hammering,1
-28.625,41.809,19.165,-1.888,-0.754,0.277,1746797489.058334,hammering,1
19.592,25.94,28.015,-1.081,-0.069,0.345,1746797489.219821,hammering,1
1.282,4.211,-2.319,-0.585,0.206,0.288,1746797489.321581,hammering,1
-13.794,-32.898,-9.033,-1.483,-0.565,0.338,1746797489.415605,hammering,1
24.78,-35.156,25.391,-0.948,-0.045,0.583,1746797489.513645,hammering,1
6.714,-7.08,-1.953,-0.731,0.115,0.388,1746797489.616256,hammering,1
-9.399,23.315,-57.922,-0.886,-0.157,0.399,1746797489.727305,hammering,1
18.494,19.592,16.846,-0.896,-0.07,0.332,1746797489.834984,hammering,1
2.808,-23.743,-4.883,-0.622,0.2,0.419,1746797489.926454,hammering,1
-31.372,24.536,-53.894,-1.191,-1.553,1.559,1746797490.137991,hammering,1
20.813,37.354,24.78,-1.009,-0.094,0.36,1746797490.137991,hammering,1
-5.737,8.606,2.319,-0.628,0.2,0.313,1746797490.237561,hammering,1
-37.842,41.931,-59.631,-2.047,-1.814,1.461,1746797490.338204,hammering,1
19.043,0.549,25.391,-0.941,-0.043,0.518,1746797490.445704,hammering,1
-0.549,-7.019,-5.31,-0.588,0.129,0.387,1746797490.543956,hammering,1
-28.625,-21.667,-6.409,-1.912,-0.938,0.618,1746797490.655639,hammering,1
13.428,29.114,14.343,-1.021,-0.139,0.335,1746797490.745956,hammering,1
6.104,11.963,2.563,-0.607,0.19,0.283,1746797490.954341,hammering,1
-30.945,-55.847,-0.427,-2.092,-0.948,0.477,1746797491.055809,hammering,1
11.353,-13.123,22.705,-0.956,-0.141,0.482,1746797491.15635,hammering,1
-3.052,-13.062,-15.808,-0.646,0.096,0.509,1746797491.280338,hammering,1
-2.563,-50.598,8.362,-1.383,-0.07,0.905,1746797491.483416,hammering,1
17.639,20.63,18.005,-0.943,-0.076,0.5,1746797491.483416,hammering,1
-6.836,-20.752,-24.658,-0.866,0.057,0.53,1746797491.564955,hammering,1
20.02,20.386,10.193,-1.131,-0.162,0.828,1746797491.672955,hammering,1
20.447,-7.324,24.17,-0.961,-0.078,0.572,1746797491.78158,hammering,1
-2.625,-23.804,-14.404,-0.625,0.072,0.464,1746797491.91217,hammering,1
-31.799,-30.212,-9.094,-1.783,-0.874,1.12,1746797492.130573,hammering,1
11.963,16.602,19.958,-0.937,-0.003,0.535,1746797492.130573,hammering,1
-16.052,-30.945,-20.691,-0.784,0.001,0.55,1746797492.286283,hammering,1
9.521,2.563,-2.625,-1.887,0.017,0.669,1746797492.286283,hammering,1
28.259,18.005,34.912,-1.196,-0.13,0.516,1746797492.38371,hammering,1
-1.526,-13.916,-3.296,-0.72,0.089,0.449,1746797492.489454,hammering,1
26.978,33.875,-0.122,-1.615,0.182,0.906,1746797492.695935,hammering,1
28.564,1.16,38.513,-0.887,-0.028,0.548,1746797492.695935,hammering,1
-5.859,-10.803,-8.24,-0.465,0.113,0.461,1746797492.793446,hammering,1
12.939,-13.977,-36.743,-2.154,0.964,1.294,1746797492.900441,hammering,1
20.874,-0.793,37.231,-0.946,-0.085,0.499,1746797493.010491,hammering,1
-2.014,-32.959,-26.062,-0.6,0.089,0.616,1746797493.113067,hammering,1
-19.287,-35.767,-5.798,-1.919,-0.503,0.938,1746797493.338328,hammering,1
11.597,-25.208,22.278,-0.98,-0.009,0.467,1746797493.338328,hammering,1
-9.46,-6.165,-18.433,-0.616,0.13,0.396,1746797493.419657,hammering,1
3.967,-15.32,-20.081,-1.204,0.426,0.611,1746797493.50285,hammering,1
31.982,7.141,12.573,-0.939,-0.07,0.582,1746797493.642776,hammering,1
20.02,17.639,11.719,-0.882,0.005,0.414,1746797493.748539,hammering,1
0.183,17.944,-7.019,-0.913,0.086,0.402,1746797493.852309,hammering,1
-1.343,9.338,-7.629,-0.968,0.01,0.465,1746797494.028161,hammering,1
-1.404,5.676,-0.122,-0.944,0.048,0.466,1746797494.127715,hammering,1
-1.526,-9.399,2.991,-0.96,-0.05,0.487,1746797494.230048,hammering,1
3.601,5.005,9.521,-0.945,0.02,0.455,1746797494.274331,hammering,1
3.601,2.441,2.197,-0.912,0.007,0.462,1746797494.37945,hammering,1
-3.845,0.61,-5.554,-0.954,0.028,0.439,1746797494.481081,hammering,1
2.747,3.54,4.211,-0.931,0.026,0.406,1746797494.643737,hammering,1
-5.493,-14.587,-12.451,-0.782,0.062,0.435,1746797494.742253,hammering,1
-12.573,5.493,-33.936,-1.369,-0.619,0.84,1746797494.849545,hammering,1
16.174,18.433,37.598,-0.928,0.021,0.429,1746797494.94615,hammering,1
0.61,12.207,12.085,-0.62,0.084,0.334,1746797495.062735,hammering,1
-28.198,23.865,-67.322,-0.87,-0.069,0.451,1746797495.256825,hammering,1
17.273,11.414,28.076,-1.144,0.025,0.295,1746797495.256825,hammering,1
-3.296,6.775,5.188,-0.789,0.08,0.249,1746797495.359333,hammering,1
-24.536,41.382,-69.092,-1.009,-0.189,0.365,1746797495.478783,hammering,1
17.212,21.79,19.226,-0.87,0.018,0.313,1746797495.571995,hammering,1
-1.648,5.31,2.38,-0.722,0.062,0.436,1746797495.672278,hammering,1
-1.587,-58.838,7.385,-1.99,-0.222,0.679,1746797495.77071,hammering,1
23.804,-51.453,34.363,-1.01,-0.044,0.495,1746797495.872789,hammering,1
-12.756,-7.141,-8.545,-0.758,0.082,0.443,1746797496.073979,hammering,1
0.732,-6.165,5.554,-1.674,0.202,1.348,1746797496.126046,hammering,1
20.203,15.503,19.226,-0.855,0.038,0.468,1746797497.332403,hammering,1
4.944,-6.714,-31.494,-0.579,0.118,0.667,1746797497.332403,hammering,1
5.127,3.418,7.874,-0.872,0.01,0.51,1746797497.334244,hammering,1
-13.245,-9.888,-41.321,-0.796,-0.028,0.454,1746797497.334244,hammering,1
-3.723,4.517,-9.705,-0.753,0.109,0.392,1746797497.334244,hammering,1
11.414,-15.137,21.118,-0.946,-0.038,0.559,1746797497.334244,hammering,1
-8.24,-26.489,-10.803,-0.677,0.05,0.467,1746797497.334244,hammering,1
17.944,0.854,30.701,-1.086,0.032,0.475,1746797497.513026,hammering,1
-8.118,-52.246,-8.789,-0.565,0.033,0.468,1746797497.513026,hammering,1
-46.936,-4.395,42.725,-2.619,0.974,1.074,1746797497.609968,hammering,1
18.066,-4.883,34.79,-0.992,0.014,0.452,1746797498.64579,hammering,1
-13.855,-25.574,-8.118,-0.688,0.214,0.355,1746797498.64579,hammering,1
0.671,-59.692,-4.089,-1.194,-0.824,1.219,1746797498.733344,hammering,1
23.01,-27.283,34.058,-0.825,0.038,0.495,1746797498.733344,hammering,1
-18.005,-56.702,-6.226,-1.949,-0.499,0.478,1746797498.739586,hammering,1
16.785,-32.471,27.466,-0.988,-0.03,0.5,1746797498.739586,hammering,1
20.325,10.498,20.508,-1.172,-0.055,0.488,1746797498.739586,hammering,1
-7.935,-26.489,-31.616,-0.64,0.11,0.415,1746797498.947676,hammering,1
-7.996,-43.396,-4.639,-1.64,-0.739,0.913,1746797498.947676,hammering,1
20.447,4.639,27.283,-0.788,0.127,0.48,1746797499.048613,hammering,1
-6.348,-6.592,-41.382,-0.654,-0.054,0.536,1746797499.162442,hammering,1
18.616,0.0,20.02,-1.301,0.081,0.823,1746797499.27448,hammering,1
19.531,3.174,26.917,-0.787,0.019,0.534,1746797499.381261,hammering,1
-2.991,-18.799,-30.945,-0.652,0.052,0.515,1746797499.477583,hammering,1
33.569,3.906,18.25,-0.829,-0.065,0.641,1746797499.614923,hammering,1
18.188,4.211,28.992,-0.793,0.057,0.487,1746797499.614923,hammering,1
-17.395,-14.771,-38.391,-0.569,0.164,0.439,1746797499.888515,hammering,1
15.808,-20.325,12.39,-0.561,0.007,1.121,1746797500.026762,hammering,1
19.165,-7.568,38.391,-0.953,0.045,0.493,1746797500.026762,hammering,1
-21.362,-21.729,-60.73,-0.551,0.113,0.337,1746797500.375865,hammering,1
32.166,-53.345,16.724,-0.936,0.151,0.651,1746797500.375865,hammering,1
11.23,-17.273,5.92,-1.513,0.056,1.066,1746797500.577541,hammering,1
24.048,24.536,17.944,-0.906,0.021,0.562,1746797500.577541,hammering,1
-7.751,-29.419,-30.823,-0.789,0.045,0.545,1746797500.686976,hammering,1
14.771,3.174,14.221,-1.139,-0.478,0.995,1746797500.787145,hammering,1
8.911,12.329,16.052,-0.866,0.033,0.539,1746797500.966781,hammering,1
-8.789,-21.851,-40.405,-0.793,0.004,0.614,1746797501.198692,hammering,1
20.691,22.095,18.188,-0.817,-0.043,0.371,1746797501.198692,hammering,1
8.728,8.301,8.179,-0.748,0.14,0.382,1746797501.349751,hammering,1
-8.972,13.611,-55.237,-0.752,-0.165,0.504,1746797501.349751,hammering,1
16.968,22.034,10.132,-0.733,-0.034,0.463,1746797501.50667,hammering,1
4.333,6.226,1.221,-0.73,0.144,0.441,1746797501.603405,hammering,1
-3.357,41.931,7.385,-1.258,-0.478,0.678,1746797501.68536,hammering,1
15.076,7.019,11.292,-0.934,0.008,0.38,1746797501.805868,hammering,1
-2.625,-19.287,-29.785,-0.745,0.103,0.51,1746797501.901881,hammering,1
17.578,76.111,11.719,-0.92,-0.172,0.799,1746797502.012596,hammering,1
22.949,15.564,5.249,-1.098,-0.032,0.511,1746797502.118176,hammering,1
14.16,-11.597,11.597,-0.855,0.035,0.481,1746797502.206569,hammering,1
-0.549,8.484,0.244,-0.877,0.01,0.435,1746797502.445374,hammering,1
-3.906,3.723,-5.981,-0.939,0.053,0.496,1746797502.530456,hammering,1
-1.587,2.075,-0.427,-1.012,-0.004,0.483,1746797502.530456,hammering,1
2.808,-0.183,11.841,-1.005,0.036,0.495,1746797502.596263,hammering,1
7.08,7.202,14.038,-0.85,0.071,0.451,1746797502.730377,hammering,1
-5.432,8.911,-12.451,-0.739,0.073,0.393,1746797503.014491,hammering,1
-11.902,-1.099,-49.438,-0.891,-0.074,0.666,1746797503.014491,hammering,1
18.066,10.071,19.226,-0.851,0.046,0.405,1746797503.139796,hammering,1
-4.639,22.644,9.766,-0.635,0.189,0.315,1746797503.139796,hammering,1
-36.804,14.587,-13.123,-2.111,-1.595,0.88,1746797503.245515,hammering,1
18.372,18.25,18.738,-1.021,-0.011,0.357,1746797503.317675,hammering,1
-3.784,7.324,2.686,-0.756,0.136,0.379,1746797503.559695,hammering,1
-49.316,-41.016,-28.87,-1.731,-0.971,-0.12,1746797503.559695,hammering,1
17.639,-35.767,18.372,-1.026,-0.028,0.32,1746797503.656224,hammering,1
-5.798,-25.879,-7.019,-0.492,0.154,0.366,1746797503.865174,hammering,1
-28.564,-5.188,-57.983,-0.897,-0.167,0.473,1746797503.910926,hammering,1
28.687,60.73,13.428,-0.932,-0.073,0.366,1746797504.05106,hammering,1
4.333,26.428,1.465,-0.546,0.259,0.289,1746797504.165014,hammering,1
-34.79,49.072,-61.096,-0.759,-0.117,0.543,1746797504.261847,hammering,1
15.198,-17.517,21.301,-0.877,-0.107,0.53,1746797504.361355,hammering,1
-16.602,20.752,-9.827,-0.535,0.26,0.35,1746797504.474127,hammering,1
-15.442,-60.364,-32.104,-1.961,0.044,1.345,1746797504.568282,hammering,1
29.297,-5.981,16.052,-0.852,-0.229,0.603,1746797504.615926,hammering,1
-7.935,-17.09,-12.756,-0.462,0.434,0.332,1746797504.717476,hammering,1
21.606,-72.388,15.381,-0.786,-0.067,1.041,1746797504.907393,hammering,1
35.217,-8.118,33.447,-0.993,0.073,0.454,1746797504.963163,hammering,1
-8.484,-32.471,-17.395,-0.584,0.11,0.371,1746797505.090739,hammering,1
-4.211,4.578,-12.39,-1.985,-0.442,0.951,1746797505.207264,hammering,1
21.729,-0.854,25.513,-0.852,-0.09,0.533,1746797505.316116,hammering,1
-16.357,10.193,-27.771,-0.612,0.31,0.433,1746797505.493659,hammering,1
20.63,6.653,12.695,-1.352,0.062,1.149,1746797505.493659,hammering,1
37.598,-22.766,22.217,-0.887,0.121,0.558,1746797505.588798,hammering,1
-7.202,-7.202,-20.874,-0.643,0.1,0.451,1746797505.750769,hammering,1
-13.062,-23.438,-9.949,-2.1,-1.498,1.224,1746797505.912971,hammering,1
25.818,9.338,28.259,-0.949,-0.101,0.467,1746797505.912971,hammering,1
-8.545,21.484,-23.315,-0.654,0.191,0.49,1746797506.007017,hammering,1
-25.024,0.732,-1.221,-1.648,-0.962,0.554,1746797506.110612,hammering,1
22.949,8.423,18.494,-0.949,-0.083,0.539,1746797506.216622,hammering,1
-6.409,-6.042,-8.301,-0.606,0.097,0.433,1746797506.319978,hammering,1
-0.427,4.7,-7.019,-2.359,-1.164,1.086,1746797506.415266,hammering,1
23.987,19.592,20.264,-0.865,-0.091,0.547,1746797506.523255,hammering,1
-9.644,17.456,-11.902,-0.628,0.192,0.427,1746797506.723567,hammering,1
-34.485,-28.076,2.014,-0.697,-0.585,0.889,1746797506.826604,hammering,1
22.644,8.484,20.935,-0.752,-0.084,0.541,1746797506.928486,hammering,1
-12.817,-5.371,-25.391,-0.651,0.13,0.495,1746797507.041897,hammering,1
-6.897,-10.437,1.526,-2.81,-1.495,0.717,1746797507.129653,hammering,1
21.973,14.099,19.043,-0.929,-0.017,0.564,1746797507.24885,hammering,1
-2.197,4.028,-11.475,-0.762,0.047,0.512,1746797507.340384,hammering,1
-24.841,35.767,-3.784,-1.777,-1.232,0.408,1746797507.443308,hammering,1
18.372,19.104,12.695,-0.904,-0.047,0.49,1746797507.535981,hammering,1
-11.536,-20.203,-28.137,-0.66,0.131,0.553,1746797507.589006,hammering,1
9.888,9.583,18.188,-0.823,-0.125,0.246,1746797507.745753,hammering,1
18.25,41.504,25.085,-0.863,-0.042,0.461,1746797508.06924,hammering,1
-4.333,5.493,-21.545,-0.604,0.188,0.384,1746797508.06924,hammering,1
16.785,-22.278,15.076,-0.928,0.028,0.523,1746797508.214242,hammering,1
-15.198,-21.851,-27.649,-0.951,-0.025,0.667,1746797508.37482,hammering,1
6.042,49.744,17.151,-1.042,-0.516,0.924,1746797508.37482,hammering,1
13.733,29.48,24.231,-0.823,-0.022,0.506,1746797508.458806,hammering,1
-12.512,-33.875,-31.311,-0.8,0.01,0.628,1746797508.54622,hammering,1
17.517,-37.659,13.916,-0.901,-0.061,0.919,1746797508.670051,hammering,1
5.615,1.343,7.629,-0.817,-0.019,0.583,1746797508.771772,hammering,1
